ResponseId,UserLanguage,Q1,Q2,Q2_Origin,Q3,Q4,Q5_1,Q5_2,Q5_3,Q6,Economic_Food,Culture_Recreation,Culture_MentalHealth_Wellbeing,Economic_Transport,Economic_RenewableEnergy,Economic_RawMaterial,Culture_Aesthetics,Culture_SenseofIdentity,Economic_OilandGas,Culture_HistoryandHeritage,Q6b,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q7_10,Q7_11,Q7_12,Q7_13,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q9,Q9b,Q10,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q12_1,Q12_2,Q12_3,Q12_4,Q12_5,Q12_6,Q12_7,Q12_8,Q12_9,Q12_10,Q12_11,Q12_12,Q13,Q14,Q14,CountryIncomeLevel,Q15,Q15b,Q16,Q17,Q17b,Q18,Q18b
R_1ohGOfrEbdkqFcj,EN-GB,4,5,5,4,4,Fires,Flooding,Storms,"3,8,13",0,0,1,0,0,0,0,0,0,0,,2,2,3,3,3,3,2,6,6,2,3,4,3,5,2,4,1,5,5,4,"1,8,9",,"1,5,8",3,3,3,3,3,3,3,3,2,3,5,1,5,5,3,5,5,5,3,5,1,21,Ireland,High income,2,,4,1,,3,
R_2rOcXI7iVGPoRpv,EN-GB,5,3,3,4,1,China,USA,India,"2,10,11",0,1,0,0,0,0,1,1,0,0,,5,2,4,2,2,2,2,4,3,3,3,3,2,5,2,2,1,4,3,3,"3,7,11",Over fishing,"1,3,8",2,2,3,2,3,2,2,2,2,3,3,2,3,5,NA,NA,4,4,2,3,1,21,Ireland,High income,2,,NA,NA,,NA,
R_xGuZgh4IqK9JBsJ,EN-GB,4,4,4,4,4,Flooding,Economic costs,Effect on agriculture ,"1,2,8",1,1,0,0,0,0,0,0,0,0,,4,3,4,4,5,4,5,3,4,2,4,4,3,5,2,4,1,5,5,4,"1,6,10",,"1,6,7",3,3,3,3,3,3,3,3,2,2,5,2,5,3,3,4,5,5,4,4,2,21,Ireland,High income,2,,5,2,,NA,Qualified tradesman
R_2yf43vwOhuHM3Y4,EN-GB,4,5,5,4,4,drought,flooding,effects on agriculture ,"1,5,8",1,0,0,0,0,0,0,0,0,0,,5,4,5,5,5,3,4,5,5,2,4,5,3,5,2,3,2,5,5,5,"5,7,10",,"1,5,8",3,3,3,3,3,3,3,3,4,1,5,1,5,5,2,4,5,5,1,5,1,21,Ireland,High income,NA,Sea swimming and sailing,5,1,,4,
R_3fUnpUcMcGObkCz,EN-GB,4,4,4,4,4,Changing weather,Changing seasons,Changing flora and fauna ,"1,3,8",1,0,1,0,0,0,0,0,0,0,,5,5,5,4,4,4,4,4,5,4,4,4,4,5,2,4,1,5,5,NA,"7,8,9",,"1,2,5",2,3,3,3,3,3,3,3,2,4,5,2,4,4,NA,4,4,NA,3,4,2,21,Ireland,High income,2,,6,1,,NA,Post leaving cert courses 
R_2YbTzQGG9cG8CUg,EN-GB,4,4,4,5,4,Lack of governmental action,Lack of acceptance among communities ,Lack of ownership on action that can be ,"3,5,8",0,0,1,0,0,0,0,0,0,0,,3,3,5,3,5,3,4,4,5,3,3,5,3,5,2,5,1,5,5,5,"2,5,8",,"1,6,8",3,3,3,3,3,3,3,3,3,5,5,1,5,5,1,4,5,5,2,5,2,21,Ireland,High income,2,,3,1,,5,
R_6RaHQ7Mu4jEQdvX,EN-GB,4,5,5,4,4,Increased storms,Unstable seasons,Human inactivity to those concerns,"1,8,14",1,0,0,0,0,0,0,0,0,1,,4,4,4,3,5,5,5,5,3,4,4,3,4,5,NA,5,1,5,5,5,"1,6,10",,"1,5,6",3,3,3,3,3,3,3,3,2,1,5,1,5,5,2,4,5,5,2,5,2,21,Ireland,High income,5,,5,1,,2,
R_26430b9JMNsRw79,EN-GB,4,3,3,4,3,Sea Level Rise,Drought,,"4,8,9",0,0,0,1,0,0,0,0,0,0,,5,3,5,3,5,3,3,3,4,3,3,4,3,5,2,4,2,5,5,5,"1,8,10",,"1,2,3",2,3,3,2,3,3,2,2,2,2,4,2,4,4,2,2,4,4,2,4,1,21,Ireland,High income,3,,2,2,,4,
R_3I03JrQ4laRa3P3,EN-GB,4,4,4,3,4,Rising Sea Levels,Changing weather patterns ,Severity of Storms,"1,6,8",1,0,0,0,1,0,0,0,0,0,,3,3,5,4,5,4,3,4,4,6,3,4,3,4,1,4,1,4,4,4,"3,6,8",,"2,5,6",2,2,3,3,3,3,3,2,1,2,5,2,4,3,1,4,5,4,2,3,1,21,Ireland,High income,2,,5,1,,4,
R_1DGVhrhoNlyG2In,EN-GB,4,4,4,3,4,Sea levels,Extreme weather,Warming oceans,"2,10,11",0,1,0,0,0,0,1,1,0,0,,4,4,5,4,4,3,3,3,4,2,3,3,3,1,3,3,1,4,4,4,"1,5,6",,"4,5,6",3,3,3,2,3,3,2,2,4,2,4,2,4,5,2,4,4,4,2,4,1,21,Ireland,High income,NA,I live by a sea estuary,6,2,,4,
R_1lhtXouW2qmLCw1,EN-GB,4,5,5,4,4,Biodiversity loss,Crop failure,Coastal/river pollution,"5,6,8",0,0,0,0,1,0,0,0,0,0,,4,3,5,6,5,3,3,3,4,3,4,4,6,5,3,4,1,5,4,4,"1,7,11",Marine plastic pollution,"1,6,8",3,3,3,3,3,3,3,3,3,2,5,1,5,5,2,NA,5,5,1,5,2,21,Ireland,High income,2,,3,2,,4,
R_3R8HWS51sF7umoL,EN-GB,4,5,5,3,4,Decrease in wildlife,Increased flooding,Drought ,"1,8,10",1,0,0,0,0,0,1,0,0,0,,4,4,5,4,5,4,4,5,4,5,4,4,3,5,2,4,1,5,5,5,"2,8,10",,"1,5,6",3,3,3,2,3,2,2,2,2,1,5,2,5,5,2,5,4,5,2,5,2,21,Ireland,High income,2,,6,1,,3,
R_DN44uBAVaxxhjMt,EN-GB,4,4,4,4,4,Biodiversity loss,Sea level rise,Food security,"3,8,11",0,0,1,0,0,0,0,1,0,0,,5,4,5,4,5,4,4,4,5,3,4,5,4,5,2,4,1,4,4,4,"6,7,8",,"1,5,6",3,3,3,3,3,3,2,2,2,2,5,2,5,5,NA,4,5,5,2,4,2,21,Ireland,High income,2,,2,1,,4,
R_Qd0mVKA0RXCqnrr,EN-GB,4,5,5,4,4,Habitat affects,Rising sea levels,Over fertilising and farming ,"5,6,13",0,0,0,0,1,0,0,0,0,0,,5,5,5,5,5,5,5,5,5,5,3,5,5,1,2,5,1,5,5,2,"2,5,9",,"1,4,6",3,3,3,3,3,3,3,3,2,2,5,1,5,5,1,NA,5,5,1,5,2,21,Ireland,High income,3,,4,1,,3,
R_2R1UYJ2wrUbb8v1,EN-GB,4,4,4,3,3,Worsening weather ,Rising water levels local flooding,Effects on wildlife ,"5,8,9",0,0,0,0,0,0,0,0,0,0,,4,3,5,6,4,3,3,6,2,6,2,4,3,5,3,4,1,4,4,5,"1,8,10",,"1,2,5",3,3,3,3,3,3,3,3,1,2,5,2,4,5,4,4,5,5,4,4,1,21,Ireland,High income,2,,4,1,,3,
R_cZI8wvHA5p7OFMJ,EN-GB,4,4,4,5,4,Extreme weather,Loss of Biodiversity ,Socio-economic impacts,"3,5,8",0,0,1,0,0,0,0,0,0,0,,5,4,5,5,5,4,3,5,5,4,5,5,4,5,2,4,2,5,5,5,"3,5,6",,"3,6,7",3,3,3,3,3,3,3,3,2,1,5,2,5,5,2,5,5,5,2,5,3,21,Ireland,High income,2,,3,1,,3,
R_3fVKf8G5zKtdthN,EN-GB,4,4,4,3,3,Changing weather patterns,Rising sea level,,"2,8,13",0,1,0,0,0,0,0,0,0,0,,5,2,5,5,4,2,3,3,2,4,4,5,5,5,5,5,2,3,3,3,"2,5,8",,"2,4,5",3,3,3,3,3,3,3,3,2,5,5,2,5,5,5,3,5,3,4,3,1,21,Ireland,High income,2,,2,2,,2,
R_2EFPVdU5RZjEPwf,EN-GB,4,4,4,5,4,Rising sea levels,Food insecurity,Migration caused by climate change,"2,6,8",0,1,0,0,1,0,0,0,0,0,,5,6,5,5,5,3,4,4,5,4,6,4,3,5,3,NA,1,5,5,5,"3,5,9",,"1,5,7",3,3,3,3,3,3,3,3,2,2,5,2,5,5,3,4,5,5,1,5,2,21,Ireland,High income,2,,3,2,,4,
R_1NtgbYr6hoX1R6f,EN-GB,4,5,5,3,4,Floods,Food,Biodiversity,"1,3,4",1,0,1,1,0,0,0,0,0,0,,4,4,3,4,5,3,2,3,3,3,3,3,4,5,2,5,1,4,4,5,"3,4,6",,"2,6,7",NA,2,3,3,3,2,2,2,1,2,5,1,4,5,4,5,5,4,1,4,2,21,Ireland,High income,3,,4,2,,5,
R_3MsV0vCdIhkwUMM,EN-GB,4,4,4,4,4,Weather cycle change,"Increase in Disasters Flooding, Wildfire",Affect on all aspects of every day lives,"1,2,6",1,1,0,0,1,0,0,0,0,0,,2,2,3,2,3,3,2,2,3,2,2,3,2,4,4,4,2,5,5,5,"1,6,10",,"2,5,6",3,3,3,3,3,3,3,3,2,3,5,1,3,4,2,4,4,4,2,4,2,21,Ireland,High income,3,,5,2,,5,
R_OBR3kioHb0wBlBf,EN-GB,4,4,4,4,4,"Changing weather patterns, storms",Affect on oceans and biodiversity,Sea level rise & storm surges,"1,4,9",1,0,0,1,0,0,0,0,0,0,,5,3,4,2,5,4,2,3,5,6,3,4,2,5,2,4,1,5,5,5,"4,5,9",,"2,6,8",2,3,3,3,3,3,3,3,4,2,4,1,5,5,5,4,4,5,2,5,2,21,Ireland,High income,3,,4,1,,5,
R_3EGb0g2PRpFjvTj,EN-GB,4,4,4,4,4,Sea levels/flooding,Plants and animals,Summer high temp and droughts,"1,2,9",1,1,0,0,0,0,0,0,0,0,,4,1,3,3,3,3,4,4,4,3,3,3,2,5,4,4,1,5,4,4,"3,8,10",,"1,6,7",3,3,3,3,3,3,3,3,2,2,4,1,4,5,2,3,5,4,1,4,1,21,Ireland,High income,3,,5,1,,4,
R_2w63pCd1tlo9zNa,EN-GB,3,4,4,4,4,Sea level rise,Increase storminess,,"1,6,9",1,0,0,0,1,0,0,0,0,0,,4,4,5,3,4,4,4,3,3,3,6,3,2,5,3,4,1,4,5,5,"1,8,10",,"1,4,6",3,3,3,3,3,3,2,2,2,3,4,3,4,4,2,3,4,3,2,4,2,21,Ireland,High income,3,,5,2,,4,
R_psWKnirdsoWL333,EN-GB,4,5,5,3,4,Flooding,Air quality,Atmospheric change,"1,2,3",1,1,1,0,0,0,0,0,0,0,,3,2,5,2,5,3,3,6,4,6,5,5,4,5,NA,NA,2,4,4,5,"5,6,10",,"2,3,6",3,3,3,3,3,3,3,3,3,3,5,1,5,2,NA,4,4,5,3,4,1,21,Ireland,High income,2,,5,1,,3,
R_2WTglZdSN6fvu11,EN-GB,4,4,4,4,4,Seasonal changes,Waterways,Coastal erosion,"2,5,8",0,1,0,0,0,0,0,0,0,0,,4,2,3,2,4,2,3,2,4,2,3,4,2,5,4,5,1,5,5,5,"1,6,8",,"4,6,7",3,3,3,3,3,3,2,NA,2,2,5,1,5,5,2,4,5,5,1,5,2,21,Ireland,High income,2,,4,1,,4,
R_WffdlDQ60UAJcCR,EN-GB,3,3,3,3,4,Wild life habitat,Land erosion,Flooding,"2,3,8",0,1,1,0,0,0,0,0,0,0,,5,4,5,4,4,3,3,5,5,5,5,5,3,5,2,3,2,3,4,4,"1,7,8",,"1,3,8",3,3,3,3,3,3,3,3,3,5,5,3,4,5,2,4,5,5,2,4,3,21,Ireland,High income,2,,5,1,,3,
R_3F2Ilby0MJp48g4,EN-GB,4,4,4,4,4,Weather ,Temperature,,"1,8,14",1,0,0,0,0,0,0,0,0,1,,5,5,5,4,5,3,3,2,5,2,2,5,2,4,2,4,1,4,4,4,"3,5,7",,"1,3,5",3,3,3,3,3,3,3,3,4,3,4,2,4,4,3,4,4,4,2,4,1,21,Ireland,High income,2,,2,1,,4,
R_2CBT4H6dBeHbAis,EN-GB,4,5,5,4,4,Flooding,Drought,Sustainable food production.,"2,4,13",0,1,0,1,0,0,0,0,0,0,,4,6,5,3,5,4,4,4,5,2,3,5,3,4,2,NA,2,NA,NA,4,"2,6,10",,"3,4,5",3,3,3,3,3,3,3,3,2,4,5,2,4,5,3,4,5,5,2,4,3,21,Ireland,High income,2,,4,2,,4,
R_3L5BrVf92tyaYKs,EN-GB,4,4,4,4,4,Heavy sea storms and damage ,Growing food,,"4,6,8",0,0,0,1,1,0,0,0,0,0,,5,4,5,4,5,4,4,4,5,5,4,4,4,5,2,4,1,5,5,5,"3,6,7",,"3,6,8",3,3,3,3,3,3,3,3,2,1,5,1,5,5,1,4,5,5,1,5,1,21,Ireland,High income,2,,5,1,,4,
R_3EH0jZzVrGogOQ9,EN-GB,4,5,5,5,4,Sea level rise,Flooding,Food production,"2,6,9",0,1,0,0,1,0,0,0,0,0,,4,5,5,5,5,4,3,3,4,4,4,5,3,5,2,5,2,5,5,5,"2,6,8",,"1,6,7",3,3,3,3,3,3,3,3,2,2,5,2,5,5,1,5,5,5,2,5,2,21,Ireland,High income,2,,4,1,,5,
R_3MaRqr1KxumYUHD,EN-GB,3,3,3,3,4,No commensurate human authority response,Suffering of those least guilty,"Land, species and culture destruction","1,5,8",1,0,0,0,0,0,0,0,0,0,,4,4,4,4,4,4,3,3,4,4,3,5,4,5,2,4,1,5,5,3,"2,5,10",,"1,5,7",3,3,3,2,3,1,2,2,3,5,5,1,5,5,1,5,5,5,1,5,2,21,Ireland,High income,2,,5,1,,3,
R_tJQSrCNcm79SRS9,EN-GB,4,4,4,4,4,Habitat for wildlife,Coastal erosion,Flooding,"3,8,9",0,0,1,0,0,0,0,0,0,0,,5,3,4,3,4,3,3,3,5,3,5,4,3,5,3,3,1,4,4,4,"1,5,10",,"1,2,8",3,2,3,2,3,3,3,2,2,2,5,1,5,4,2,3,4,4,2,4,1,21,Ireland,High income,2,,4,1,,3,
R_2yau7t2eV5DKmzE,EN-GB,4,4,4,4,4,Coastal Erosion,Biodiversity impact,Flooding,"1,8,10",1,0,0,0,0,0,1,0,0,0,,4,3,5,3,5,3,2,2,4,4,4,5,3,5,2,4,1,5,5,5,"1,3,6",,"1,5,6",3,3,3,3,3,2,2,2,1,1,5,4,5,5,1,4,5,5,1,5,3,21,Ireland,High income,2,,5,1,,5,
R_1Lj3f1eDI2XcLWh,EN-GB,4,4,4,4,2,More extreme and powerful weather events,Gulf stream moving south.,Gobshite politicians making decisions.,"8,9,15",0,0,0,0,0,0,0,0,0,0,Oxygen that we breath! surely thats enough!,5,4,3,3,4,2,2,4,4,4,4,3,3,4,2,NA,1,4,NA,2,"2,3,9",,9,3,3,3,3,3,3,3,3,2,2,4,1,4,5,1,NA,5,4,1,4,2,21,Ireland,High income,NA,"None of the above, but I visit occasionally",4,2,,2,
R_1iqhbysox5Vxh7G,EN-GB,4,4,4,4,3,Flooding,Excessive cold,Excessive heat,"3,6,8",0,0,1,0,1,0,0,0,0,0,,4,4,5,3,5,4,3,4,4,2,3,4,3,5,2,5,1,4,NA,4,"1,6,8",,"1,5,6",2,3,3,3,3,3,3,2,2,4,5,2,4,4,3,4,5,4,2,4,2,21,Ireland,High income,2,,5,2,,3,
R_PSP3yw6eiqbsE37,EN-GB,4,4,4,3,3,Rising sea levels,Flooding,Energy Production and Sustainability,"1,2,4",1,1,0,1,0,0,0,0,0,0,,4,2,4,3,4,2,3,2,2,1,4,2,2,5,3,4,1,5,4,5,"6,8,10",,"2,6,7",3,3,3,2,3,2,2,2,2,1,5,1,4,3,2,4,5,4,3,4,1,21,Ireland,High income,5,,4,2,,4,
R_BRIWurAJMnUypB7,EN-GB,4,5,5,4,4,"Energy supplies, damage to the marine ",Weather,Future generations,"2,3,8",0,1,1,0,0,0,0,0,0,0,,5,5,5,5,5,3,2,3,5,5,5,5,3,5,2,5,2,5,5,5,"2,3,7",,"1,3,8",3,3,3,3,3,3,3,3,2,2,4,2,4,4,2,4,4,4,2,4,1,21,Ireland,High income,5,,5,2,,2,
R_2V2qN2VXX9Gqgty,EN-GB,4,5,5,5,4,Industrial Agriculture,Industrial Fishing,Fossil Fuel consumption,"2,8,14",0,1,0,0,0,0,0,0,0,1,,5,4,5,4,5,5,3,5,5,4,3,5,3,5,1,4,1,5,5,5,"4,8,9",,"1,3,5",3,3,3,3,3,3,2,2,1,1,5,2,5,5,1,5,5,5,1,5,3,21,Ireland,High income,3,,3,1,,3,
R_29jqcjFcmxwLdOV,EN-GB,4,5,5,4,4,Changes in marine ecosystem,Forest fires,,"2,4,8",0,1,0,1,0,0,0,0,0,0,,5,2,3,2,3,3,2,4,3,3,3,2,2,5,2,3,1,4,5,5,"3,8,10",,"1,6,8",3,3,3,3,2,3,3,2,3,1,5,1,5,5,2,3,5,5,1,5,3,21,Ireland,High income,5,,3,2,,4,
R_1OqLtb1niZImisy,EN-GB,3,5,5,4,4,Increased damaging weather events.,Increased climate migrants.,,"1,2,8",1,1,0,0,0,0,0,0,0,0,,1,1,4,3,4,3,3,1,4,4,4,4,4,5,4,2,1,2,1,4,"3,6,8",,"2,6,7",3,3,3,3,3,2,2,2,2,1,5,1,5,4,2,5,5,5,2,5,2,21,Ireland,High income,NA,State Development Agency,NA,1,,NA,Three master's degrees
R_1Kr1ct7zLdbzczb,EN-GB,4,5,5,5,4,Flooding,Storms,Coastal erosion,"1,2,6",1,1,0,0,1,0,0,0,0,0,,4,4,5,4,5,3,2,6,3,3,3,3,3,5,4,4,1,5,4,4,"1,6,10",,"1,2,5",3,NA,3,2,2,2,2,2,2,2,5,1,5,5,1,1,5,4,2,4,1,21,Ireland,High income,2,,5,2,,3,
R_20NHiA19xnIHmQV,EN-GB,4,4,4,3,4,Extreme weather changes,Tidal erosion,,"2,4,8",0,1,0,1,0,0,0,0,0,0,,4,4,4,3,5,3,2,4,5,3,3,4,3,5,3,3,1,5,5,5,"3,8,9",,"1,2,6",3,3,3,3,3,2,2,2,2,5,4,2,4,4,2,4,5,4,3,5,1,21,Ireland,High income,5,,4,2,,3,
R_1Q4wOgGJUMcVu6t,EN-GB,4,4,4,4,4,Rising ocean sea levels,Changes in weather patterns,Reduction in biodiversity,"1,8,9",1,0,0,0,0,0,0,0,0,0,,3,4,2,3,5,4,4,2,4,2,4,4,2,5,3,4,1,5,5,5,"4,6,8",,"2,6,7",2,3,3,2,3,2,2,2,2,5,5,1,5,3,1,4,5,4,3,5,2,21,Ireland,High income,3,,4,1,,3,
R_3iEABahYR1vVqFl,EN-GB,4,5,5,4,4,What type of planet my kids will inherit,More severe storms,Finding alternatives to fossil fuels,"2,3,8",0,1,1,0,0,0,0,0,0,0,,4,3,5,2,5,3,3,3,3,2,2,5,2,5,3,5,1,5,4,5,"1,5,8",,"2,4,6",NA,3,3,3,3,3,2,2,3,1,5,3,5,4,1,4,5,4,1,5,1,21,Ireland,High income,5,,4,2,,4,
R_3dWdKMZ9BpKMjqr,EN-GB,3,4,4,3,4,Rising sea levels,More adverse storms,Change in weather patterns,"1,2,3",1,1,1,0,0,0,0,0,0,0,,5,5,5,3,5,5,4,4,5,3,4,5,4,5,2,4,1,4,4,4,"1,8,10",,"1,5,7",2,3,3,3,3,3,2,2,3,3,5,2,4,4,2,4,5,5,2,5,2,21,Ireland,High income,5,,3,2,,3,
R_1puPwHWyq8WwA6r,EN-GB,4,4,4,3,4,Disturbance in life cycles,Coastal erosion,Flooding ,"8,9,15",0,0,0,0,0,0,0,0,0,0,Oxygen,3,3,3,3,5,2,2,3,4,3,3,3,2,5,2,4,2,5,5,5,"2,3,4",,"1,6,7",3,3,3,3,3,3,3,3,2,2,4,2,5,3,4,4,4,4,2,4,2,21,Ireland,High income,5,,4,1,,5,
R_3R42MlYuASfEuBr,EN-GB,4,4,4,3,3,Flooding,Storms,,"1,2,6",1,1,0,0,1,0,0,0,0,0,,2,6,4,6,6,3,4,2,3,4,2,2,3,5,3,3,1,5,4,3,"1,8,10",,"1,3,8",3,3,3,3,3,2,2,2,3,3,4,2,3,2,NA,3,3,4,3,3,1,21,Ireland,High income,NA,Advisory role in fishing ,4,1,,NA,
R_1FmtNFVYHTo5e29,EN-GB,4,4,4,4,3,Food insecurity ,,,"2,3,11",0,1,1,0,0,0,0,1,0,0,,4,3,5,2,3,4,3,2,4,1,1,2,1,1,2,3,1,4,4,2,"2,3,4",,"1,5,8",1,1,3,3,1,1,1,1,1,2,5,1,4,4,2,2,3,3,2,3,1,21,Ireland,High income,2,,6,2,,5,
R_ZBSsa6DZJd0zTDr,EN-GB,3,2,2,4,3,Single use items,Single use plastic,Marine litter,"1,2,8",1,1,0,0,0,0,0,0,0,0,,5,4,5,4,4,4,4,5,5,5,5,5,4,5,2,4,3,4,4,4,"1,5,7",,"1,3,8",NA,NA,NA,NA,3,3,3,NA,2,2,3,2,5,5,3,3,3,5,3,4,2,21,Ireland,High income,5,,3,2,,3,
R_2a8KBGINnCIOVMZ,EN-GB,4,4,4,4,4,Water levels,Tempreture rising,,"3,6,8",0,0,1,0,1,0,0,0,0,0,,4,4,4,4,4,4,3,4,4,4,4,4,4,4,2,4,2,4,4,4,"1,6,8",,"1,5,8",3,3,3,3,3,3,3,3,4,2,4,2,4,4,2,4,4,4,2,4,1,21,Ireland,High income,2,,3,1,,3,
R_1mLt8vDHm80W88F,EN-GB,4,4,4,4,4,More extreme storms,Changes to agriculture,Energy ,"2,3,8",0,1,1,0,0,0,0,0,0,0,,4,3,5,4,4,4,3,3,4,4,3,4,4,5,2,4,2,4,4,4,"2,7,8",,"1,3,6",3,2,3,2,2,2,2,2,2,4,4,2,4,4,4,4,4,4,2,4,1,21,Ireland,High income,2,,5,1,,4,
R_2pSM5cWHMX9Uat0,EN-GB,4,5,5,3,3,Loss of biodiversity,Weather changes,Is there a will to change,"3,8,14",0,0,1,0,0,0,0,0,0,1,,5,5,5,3,5,5,2,3,5,3,5,4,3,5,5,5,1,3,4,5,"2,7,9",,"1,6,8",2,2,2,2,2,3,2,2,3,3,5,1,5,5,1,5,5,4,2,4,1,21,Ireland,High income,5,,6,2,,3,
R_3qKmJyRDWBe6l5h,EN-GB,4,4,4,4,4,Effect on boidiversity,Frequent extreme weather,Lack of planning for coastal erosion ,"1,4,8",1,0,0,1,0,0,0,0,0,0,,5,4,5,4,4,3,4,2,5,5,3,2,2,5,2,4,1,5,5,5,"1,7,8",,"1,4,6",3,3,3,3,3,3,3,3,2,1,5,2,5,4,1,3,5,5,2,5,2,21,Ireland,High income,NA,Marine education,4,1,,4,
R_2awTYD4fP7d6dgz,EN-GB,4,5,5,3,4,Hole in ozone layer getting larger,Temperature drops in north and south pol,Use of non biodegradeable products,"2,5,6",0,1,0,0,1,0,0,0,0,0,,3,5,5,4,5,5,5,5,5,1,6,4,6,4,NA,4,2,4,4,4,"5,9,10",,"2,5,6",3,3,3,3,3,3,3,3,2,2,5,1,5,5,1,1,4,4,NA,4,1,21,Ireland,High income,2,,5,1,,2,
R_plN8PeV0fVAML5v,EN-GB,3,5,5,4,4,Impact upon future generations,Impact upon wildlife,,"1,2,6",1,1,0,0,1,0,0,0,0,0,,5,3,5,4,4,5,3,3,4,3,4,5,3,5,2,4,5,5,5,5,"1,7,10",,"1,5,6",3,3,3,3,3,3,3,3,2,2,5,2,5,5,2,4,5,5,4,4,1,21,Ireland,High income,2,,4,2,,3,
R_tPThJU54hhqLrnH,EN-GB,4,3,3,3,3,Rising sea levels,Flooding,Rising temperature,"5,8,9",0,0,0,0,0,0,0,0,0,0,,5,5,5,3,3,3,2,2,5,3,4,3,3,5,3,4,1,5,5,5,"1,6,7",,"1,2,5",3,3,3,2,3,3,3,2,2,2,5,1,5,5,2,4,5,5,2,5,1,21,Ireland,High income,2,,4,1,,3,
R_1o0v7ci0n0uzaMx,EN-GB,4,4,4,3,3,Sea level rising,Heat increase,,"2,11,14",0,1,0,0,0,0,0,1,0,1,,3,3,5,3,4,4,3,3,3,3,3,4,3,5,2,5,1,5,4,4,"3,6,8",,"1,2,6",2,2,2,2,3,2,2,2,2,2,5,1,4,5,2,4,5,5,1,5,1,21,Ireland,High income,2,,2,1,,4,
R_23UBD2DoFyXhL5K,EN-GB,4,4,4,4,4,Sea-level rise and losing places,Our children's lives in chaos,Loss of life - human and wildlife,"5,8,11",0,0,0,0,0,0,0,1,0,0,,5,5,4,4,5,3,4,5,5,4,4,4,3,5,2,5,1,5,5,5,"1,6,7",,"1,6,7",3,3,3,3,3,3,3,3,1,2,5,1,5,5,4,5,5,5,1,5,3,21,Ireland,High income,3,,4,1,,4,
R_2xEGrk43Rvxgv5l,EN-GB,4,3,3,3,3,Coastal erosion ,,,"1,2,11",1,1,0,0,0,0,0,1,0,0,,3,3,3,2,3,4,4,3,3,2,2,3,2,5,4,4,2,4,5,5,"1,6,10",,"1,2,6",2,2,3,3,3,3,3,2,2,2,4,2,4,3,1,3,4,4,3,4,2,21,Ireland,High income,5,,4,1,,2,
R_3FKENt89fXc9fR7,EN-GB,3,2,2,4,4,Eco tax (too much),Water shortage,Stronger winters,"2,8,13",0,1,0,0,0,0,0,0,0,0,,5,5,5,3,4,3,4,4,5,6,3,5,3,5,1,3,1,5,3,5,"1,3,8",,"1,4,6",3,3,3,3,3,3,3,3,3,4,4,3,4,4,2,4,4,4,3,4,1,21,Ireland,High income,5,,4,2,,NA,
R_C3ruxYX19IRu7Qt,EN-GB,4,5,5,4,4,Sea levels rising,Damage to coastal areas,,"2,5,8",0,1,0,0,0,0,0,0,0,0,,3,2,3,1,5,3,2,6,2,2,3,6,1,5,NA,NA,1,4,4,5,"1,6,8",,"2,6,7",3,3,3,3,3,3,3,2,NA,1,5,1,5,5,1,4,4,5,2,4,2,21,Ireland,High income,5,,4,1,,3,
R_3hGQUuZONmUkKj1,EN-GB,4,4,4,4,3,Flooding,Impacts on biosphere,Heatwaves,"3,6,8",0,0,1,0,1,0,0,0,0,0,,5,4,4,4,5,4,4,5,5,4,4,5,3,5,2,3,1,5,5,5,"2,3,4",,"1,3,4",3,3,3,2,3,2,2,1,2,5,5,3,5,5,1,5,5,5,2,5,2,21,Ireland,High income,3,,2,2,,3,
R_Cf8G1ETjIjSCPm1,EN-GB,4,4,4,4,4,Sea level rise,,,"1,2,6",1,1,0,0,1,0,0,0,0,0,,5,2,5,2,5,1,2,4,3,2,3,2,1,5,2,4,1,5,4,5,"6,8,10",,"1,2,6",3,3,3,2,3,2,2,2,1,2,5,1,4,4,1,4,5,5,1,5,2,21,Ireland,High income,NA,I an a university geoscience lecturer.,5,2,,5,
R_uwcJVxNRRIn5UgF,EN-GB,4,4,4,5,4,More extreme weather events,Sea level rise,Increase pressures on water supply,"4,6,9",0,0,0,1,1,0,0,0,0,0,,5,5,4,4,5,3,3,4,5,4,5,5,3,5,2,4,1,5,5,5,"3,6,10",,"5,6,7",2,3,3,3,3,3,3,2,2,2,5,2,5,5,2,4,5,5,2,5,1,21,Ireland,High income,3,,2,2,,4,
R_1C9MRn2wUltvlOQ,EN-GB,4,4,4,4,4,Coastal communities under water,Increased extreme weather conditions,Being too late to fix it,"3,6,9",0,0,1,0,1,0,0,0,0,0,,4,3,5,4,5,4,3,3,6,2,3,5,2,4,2,5,1,5,4,4,"7,8,10",,"2,4,6",3,3,3,3,3,2,3,3,2,2,5,1,4,4,2,4,5,5,2,4,2,21,Ireland,High income,NA,Surveying for the development of offshore windfarms while protecting marine ecosystems,2,1,,4,
